structureId,classification,residueCount
5NQA,TRANSFERASE,1172
5NQB,OXIDOREDUCTASE,1328
5NQC,TRANSFERASE,334
5NQE,TRANSFERASE,386
5NQH,SIGNALING PROTEIN,560
5NQQ,OXIDOREDUCTASE,1328
5NQR,HYDROLASE,438
5NQS,TRANSCRIPTION,420
5NQV,TRANSCRIPTION,884
5NQW,IMMUNE SYSTEM,692
5NR9,TRANSFERASE,584
5NRB,TRANSFERASE,584
5NRD,TRANSFERASE,584
5NRE,TRANSFERASE,584
5NRP,TRANSPORT PROTEIN,108
5NRT,HYDROLASE,401
5NRU,HYDROLASE,401
5NRW,TRANSCRIPTION,119
5NRX,HYDROLASE,401
5NRY,HYDROLASE,401
5NRZ,HYDROLASE,401
5NS1,HYDROLASE,401
5NS2,HYDROLASE,401
5NS5,HYDROLASE,401
5NS9,TRANSPORT PROTEIN,584
5NSA,TRANSPORT PROTEIN,108
5NSC,IMMUNE SYSTEM,477
5NSE,OXIDOREDUCTASE,888
5NSG,IMMUNE SYSTEM,232
5NSK,HYDROLASE,3126
5NSM,HYDROLASE,6252
5NSP,TRANSFERASE,480
5NSQ,HYDROLASE,3126
5NST,IMMUNE SYSTEM,1148
5NTD,HYDROLASE,6252
5NTF,HYDROLASE,1040
5NTG,HYDROLASE,1040
5NTH,HYDROLASE,538
5NTI,SIGNALING PROTEIN,1108
5NTN,SIGNALING PROTEIN,1108
5NTP,SIGNALING PROTEIN,238
5NTQ,SIGNALING PROTEIN,476
5NTT,TRANSFERASE,287
5NTU,SIGNALING PROTEIN,670
5NTW,SIGNALING PROTEIN,1108
5NU1,SIGNALING PROTEIN,554
5NU3,TRANSFERASE,119
5NU5,TRANSFERASE,232
5NUF,OXIDOREDUCTASE,996
5NUH,TRANSFERASE,464
5NUS,TRANSCRIPTION,416
5NUZ,IMMUNE SYSTEM,1216
5NV3,LYASE,4768
5NV4,TRANSFERASE,1494
5NV8,TRANSFERASE,390
5NVG,SIGNALING PROTEIN,76
5NVI,TRANSPORT PROTEIN,148
5NWI,SIGNALING PROTEIN,267
5NWJ,SIGNALING PROTEIN,269
5NWK,SIGNALING PROTEIN,2136
5NWM,SIGNALING PROTEIN,164
5NWT,TRANSFERASE,3975
5NWX,TRANSCRIPTION,164
5NX0,HYDROLASE,164
5NX6,LYASE,660
5NX7,LYASE,660
5NXB,HYDROLASE,1482
5NXC,TRANSFERASE,310
5NXD,TRANSFERASE,610
5NXG,LYASE,257
5NXI,LYASE,259
5NXL,TRANSFERASE,300
5NXO,LYASE,258
5NXP,LYASE,258
5NXS,SIGNALING PROTEIN,670
5NXV,LYASE,258
5NXW,LYASE,257
5NY1,LYASE,257
5NY3,LYASE,258
5NY5,HYDROLASE,990
5NY6,LYASE,258
5NYA,LYASE,257
5NYF,HYDROLASE,245
5NYG,HYDROLASE,1960
5NYJ,HYDROLASE,3904
5NYP,HYDROLASE,244
5NYQ,HYDROLASE,245
5NYR,HYDROLASE,488
5NYY,TRANSFERASE,300
5NYZ,HYDROLASE,170
5NZ2,HYDROLASE,170
5NZ7,HYDROLASE,2018
5NZ8,HYDROLASE,2018
5NZ9,SIGNALING PROTEIN,27
5NZO,OXIDOREDUCTASE,390
5NZP,OXIDOREDUCTASE,408
5NZQ,OXIDOREDUCTASE,446
5NZR,TRANSPORT PROTEIN,6291
5NZS,TRANSPORT PROTEIN,6811
5NZT,TRANSPORT PROTEIN,9164
5NZU,TRANSPORT PROTEIN,6291
5NZV,TRANSPORT PROTEIN,12143
5NZX,HYDROLASE,343
5O00,TRANSFERASE,229
5O06,TRANSFERASE,486
5O07,LYASE,260
5O08,TRANSFERASE,486
5O0A,TRANSFERASE,486
5O0B,TRANSFERASE,486
5O0C,TRANSFERASE,486
5O0D,TRANSFERASE,486
5O0F,TRANSFERASE,486
5O0H,TRANSFERASE,486
5O0K,SIGNALING PROTEIN,646
5O0L,SIGNALING PROTEIN,646
5O0M,SIGNALING PROTEIN,646
5O0N,SIGNALING PROTEIN,323
5O0O,SIGNALING PROTEIN,2584
5O0P,SIGNALING PROTEIN,668
5O0Q,SIGNALING PROTEIN,1336
5O0R,SIGNALING PROTEIN,668
5O0S,HYDROLASE,787
5O0V,IMMUNE SYSTEM,330
5O0W,LYASE,2120
5O0X,OXIDOREDUCTASE,291
5O11,TRANSFERASE,298
5O12,TRANSFERASE,298
5O13,TRANSFERASE,298
5O15,LYASE,622
5O16,LYASE,622
5O18,TRANSPORT PROTEIN,148
5O1K,TRANSPORT PROTEIN,148
5O1L,OXIDOREDUCTASE,814
5O1M,OXIDOREDUCTASE,742
5O1N,OXIDOREDUCTASE,497
5O1O,OXIDOREDUCTASE,994
5O1P,OXIDOREDUCTASE,497
5O1Q,HYDROLASE,106
5O1U,HYDROLASE,676
5O1W,TRANSCRIPTION,191
5O1X,TRANSCRIPTION,180
5O25,HYDROLASE,676
5O27,TRANSPORT PROTEIN,148
5O2J,TRANSPORT PROTEIN,273
5O2K,TRANSPORT PROTEIN,1638
5O2S,SIGNALING PROTEIN,1388
5O2T,SIGNALING PROTEIN,356
5O2W,OXIDOREDUCTASE,248
5O2X,OXIDOREDUCTASE,248
5O30,LYASE,2820
5O31,OXIDOREDUCTASE,8380
5O32,IMMUNE SYSTEM,5016
5O33,HYDROLASE,357
5O35,IMMUNE SYSTEM,1943
5O37,TRANSPORT PROTEIN,273
5O3M,LYASE,3132
5O3N,LYASE,1030
5O44,SIGNALING PROTEIN,452
5O4E,IMMUNE SYSTEM,1093
5O4H,TRANSFERASE,1096
5O4J,TRANSFERASE,1096
5O4M,TRANSFERASE,1096
5O4N,TRANSFERASE,1096
5O4W,HYDROLASE,258
5O4X,HYDROLASE,258
5O4Z,HYDROLASE,338
5O50,TRANSFERASE,842
5O52,TRANSFERASE,843
5O54,TRANSFERASE,843
5O56,TRANSFERASE,843
5O59,HYDROLASE,860
5O5D,HYDROLASE,860
5O5G,SIGNALING PROTEIN,385
5O5I,SIGNALING PROTEIN,92
5O5W,HYDROLASE,546
5O6Q,HYDROLASE,129
5O70,HYDROLASE,338
5O74,HYDROLASE,2262
5O7E,HYDROLASE,393
5O7F,HYDROLASE,676
5O7G,HYDROLASE,345
5O7X,TRANSCRIPTION,11490
5O83,TRANSFERASE,941
5O84,TRANSFERASE,216
5O85,TRANSCRIPTION,1406
5O86,LYASE,484
5O8D,LYASE,484
5O8E,LYASE,484
5O8G,HYDROLASE,252
5O8H,OXIDOREDUCTASE,1408
5O8I,HYDROLASE,252
5O8L,TRANSFERASE,1290
5O8N,HYDROLASE,316
5O8Q,OXIDOREDUCTASE,2816
5O8U,TRANSFERASE,360
5O8V,TRANSFERASE,360
5O8X,LYASE,612
5O8Y,TRANSCRIPTION,1296
5O8Z,TRANSCRIPTION,432
5O90,TRANSFERASE,389
5O91,TRANSFERASE,313
5O95,TRANSFERASE,980
5O96,TRANSFERASE,1960
5O9D,OXIDOREDUCTASE,1408
5O9F,OXIDOREDUCTASE,1408
5O9I,TRANSCRIPTION,390
5O9J,HYDROLASE,368
5O9K,IMMUNE SYSTEM,360
5O9L,IMMUNE SYSTEM,360
5O9M,IMMUNE SYSTEM,360
5OA5,HYDROLASE,868
5OAM,TRANSPORT PROTEIN,1273
5OAQ,TRANSCRIPTION,261
5OAR,HYDROLASE,1154
5OAS,TRANSFERASE,728
5OAV,TRANSFERASE,148
5OAY,SIGNALING PROTEIN,94
5OAZ,TRANSFERASE,126
5OB0,TRANSFERASE,74
5OB1,TRANSFERASE,74
5OB2,TRANSFERASE,148
5OB5,IMMUNE SYSTEM,496
5OB6,HYDROLASE,129
5OB7,HYDROLASE,129
5OB8,HYDROLASE,129
5OB9,HYDROLASE,129
5OBC,HYDROLASE,248
5OBD,HYDROLASE,248
5OBE,HYDROLASE,248
5OBF,IMMUNE SYSTEM,434
5OBZ,TRANSCRIPTION,470
5OC1,OXIDOREDUCTASE,565
5OC7,SIGNALING PROTEIN,450
5OCA,HYDROLASE,1121
5OCE,TRANSFERASE,1216
5OCJ,TRANSFERASE,606
5OCL,IMMUNE SYSTEM,980
5OCN,TRANSCRIPTION,792
5OCQ,HYDROLASE,570
5OCR,HYDROLASE,1144
5OCU,TRANSPORT PROTEIN,1273
5OD2,TRANSFERASE,1374
5ODC,OXIDOREDUCTASE,4082
5ODD,TRANSCRIPTION,92
5ODE,OXIDOREDUCTASE,702
5ODH,OXIDOREDUCTASE,4082
5ODI,OXIDOREDUCTASE,4082
5ODO,LYASE,1156
5ODQ,OXIDOREDUCTASE,4082
5ODR,OXIDOREDUCTASE,4082
5OE7,HYDROLASE,419
5OEC,HYDROLASE,380
5OED,HYDROLASE,413
5OEF,OXIDOREDUCTASE,1168
5OEG,SIGNALING PROTEIN,235
5OEH,SIGNALING PROTEIN,236
5OEI,TRANSPORT PROTEIN,334
5OEJ,TRANSCRIPTION,3825
5OEM,TRANSCRIPTION,189
5OEN,TRANSCRIPTION,346
5OER,HYDROLASE,129
5OEY,HYDROLASE,1404
5OEZ,HYDROLASE,1404
5OF4,TRANSCRIPTION,2876
5OFJ,HYDROLASE,339
5OFK,HYDROLASE,339
5OFL,HYDROLASE,339
5OFM,OXIDOREDUCTASE,446
5OFQ,OXIDOREDUCTASE,1636
5OFU,TRANSFERASE,1404
5OFV,OXIDOREDUCTASE,446
5OFW,OXIDOREDUCTASE,446
5OFY,TRANSFERASE,392
5OG0,TRANSFERASE,392
5OGC,TRANSPORT PROTEIN,1273
5OHE,TRANSFERASE,1288
5OHF,TRANSFERASE,1288
5OHG,LYASE,1799
5OHI,HYDROLASE,829
5OHJ,HYDROLASE,842
5OHK,HYDROLASE,412
5OHL,SIGNALING PROTEIN,1536
5OHM,SIGNALING PROTEIN,1158
5OHN,HYDROLASE,892
5OHO,TRANSCRIPTION,226
5OHP,HYDROLASE,488
5OHQ,TRANSCRIPTION,111
5OHV,SIGNALING PROTEIN,384
5OHX,LYASE,1008
5OJ7,HYDROLASE,286
5OJ9,OXIDOREDUCTASE,163
5OJA,OXIDOREDUCTASE,163
5OJB,OXIDOREDUCTASE,163
5OJC,OXIDOREDUCTASE,163
5OJG,OXIDOREDUCTASE,520
5OJI,OXIDOREDUCTASE,520
5OJN,SIGNALING PROTEIN,286
5OJO,SIGNALING PROTEIN,559
5OJS,TRANSCRIPTION,3767
5OJW,SIGNALING PROTEIN,289
5OK7,HYDROLASE,1940
5OK9,SIGNALING PROTEIN,984
5OKA,HYDROLASE,1940
5OKB,HYDROLASE,1940
5OKE,HYDROLASE,1940
5OKF,SIGNALING PROTEIN,984
5OKG,HYDROLASE,1940
5OKH,HYDROLASE,970
5OKJ,HYDROLASE,970
5OKK,HYDROLASE,970
5OKL,TRANSPORT PROTEIN,1172
5OKM,HYDROLASE,3688
5OKN,HYDROLASE,3688
5OKO,HYDROLASE,922
5OKP,HYDROLASE,461
5OKQ,HYDROLASE,970
5OKR,HYDROLASE,970
5OKS,HYDROLASE,970
5OKU,TRANSPORT PROTEIN,334
5OL8,TRANSCRIPTION,1276
5OL9,TRANSCRIPTION,106
5OLB,HYDROLASE,844
5OLJ,HYDROLASE,723
5OLK,OXIDOREDUCTASE,1720
5OLP,HYDROLASE,904
5OLQ,LYASE,1566
5OLR,LYASE,1566
5OLS,LYASE,522
5OLU,HYDROLASE,346
5OM0,SIGNALING PROTEIN,496
5OM9,HYDROLASE,838
5OMA,SIGNALING PROTEIN,996
5OMJ,OXIDOREDUCTASE,316
5OMK,OXIDOREDUCTASE,316
5OMO,OXIDOREDUCTASE,1484
5OMT,HYDROLASE,110
5OMY,TRANSFERASE,391
5ONE,TRANSFERASE,285
5ONI,TRANSFERASE,782
5ONX,OXIDOREDUCTASE,335
5ONY,OXIDOREDUCTASE,335
5OOI,TRANSFERASE,700
5OOP,TRANSFERASE,297
5OOR,TRANSFERASE,297
5OOT,TRANSFERASE,297
5OP0,TRANSFERASE,662
5OP2,TRANSFERASE,297
5OP4,TRANSFERASE,297
5OP5,TRANSFERASE,297
5OP6,OXIDOREDUCTASE,351
5OP7,TRANSFERASE,297
5OP8,OXIDOREDUCTASE,350
5OPB,TRANSFERASE,297
5OPC,OXIDOREDUCTASE,350
5OPE,SIGNALING PROTEIN,385
5OPI,IMMUNE SYSTEM,751
5OPQ,HYDROLASE,2772
5OPR,TRANSFERASE,297
5OPS,TRANSFERASE,297
5OPU,TRANSFERASE,297
5OPV,TRANSFERASE,297
5OPY,IMMUNE SYSTEM,471
5OPZ,HYDROLASE,274
5OQ0,TRANSPORT PROTEIN,127
5OQ1,HYDROLASE,274
5OQ2,HYDROLASE,792
5OQ3,HYDROLASE,396
5OQ4,TRANSFERASE,966
5OQ5,TRANSFERASE,297
5OQ6,TRANSFERASE,297
5OQ7,TRANSFERASE,594
5OQ8,TRANSFERASE,297
5OR8,TRANSCRIPTION,106
5OR9,TRANSCRIPTION,117
5ORB,TRANSCRIPTION,117
5ORF,TRANSPORT PROTEIN,2332
5ORI,TRANSPORT PROTEIN,583
5ORL,TRANSFERASE,265
5ORN,TRANSFERASE,265
5ORO,TRANSFERASE,265
5ORP,TRANSFERASE,265
5ORR,TRANSFERASE,265
5ORS,TRANSFERASE,265
5ORT,TRANSFERASE,265
5ORV,TRANSFERASE,265
5ORW,TRANSFERASE,265
5ORX,TRANSFERASE,265
5ORY,TRANSFERASE,265
5ORZ,TRANSFERASE,265
5OS0,TRANSFERASE,265
5OS1,TRANSFERASE,265
5OS2,TRANSFERASE,265
5OS3,TRANSFERASE,265
5OS4,TRANSFERASE,265
5OS5,TRANSFERASE,268
5OS6,TRANSFERASE,265
5OSA,TRANSPORT PROTEIN,1680
5OSB,TRANSPORT PROTEIN,1680
5OSC,TRANSPORT PROTEIN,1680
5OSD,TRANSFERASE,267
5OSE,TRANSFERASE,265
5OSF,TRANSFERASE,265
5OSH,TRANSPORT PROTEIN,2816
5OSI,TRANSPORT PROTEIN,2014
5OSW,TRANSPORT PROTEIN,583
5OT0,HYDROLASE,1968
5OT4,TRANSPORT PROTEIN,3604
5OTB,TRANSPORT PROTEIN,2332
5OV4,TRANSFERASE,311
5OV5,TRANSFERASE,311
5OV6,TRANSFERASE,310
5OV9,HYDROLASE,1096
5OVR,HYDROLASE,305
5OVS,HYDROLASE,2814
5OVT,HYDROLASE,1442
5OVU,HYDROLASE,394
5OVW,TRANSPORT PROTEIN,2688
5OVX,HYDROLASE,305
5OW1,HYDROLASE,305
5OWG,OXIDOREDUCTASE,243
5OWP,IMMUNE SYSTEM,252
5OWQ,TRANSFERASE,604
5OWR,TRANSFERASE,302
5OWU,TRANSPORT PROTEIN,1937
5OX5,OXIDOREDUCTASE,252
5OX6,OXIDOREDUCTASE,252
5OXG,SIGNALING PROTEIN,1204
5OXH,SIGNALING PROTEIN,76
5OXI,SIGNALING PROTEIN,152
5OY3,OXIDOREDUCTASE,526
5OY4,TRANSFERASE,1398
5OY6,SIGNALING PROTEIN,1204
5OYN,LYASE,2400
5OYO,HYDROLASE,548
5OYQ,HYDROLASE,330
5OYR,HYDROLASE,330
5OYS,HYDROLASE,330
5OYT,HYDROLASE,330
5OYU,HYDROLASE,330
5OYV,HYDROLASE,330
5OYW,HYDROLASE,330
5OYX,HYDROLASE,330
5OYY,HYDROLASE,330
5OYZ,HYDROLASE,330
5OZ0,HYDROLASE,330
5OZ1,HYDROLASE,330
5OZ2,HYDROLASE,330
5OZ3,HYDROLASE,330
5OZ4,HYDROLASE,330
5OZ5,HYDROLASE,330
5OZ6,HYDROLASE,330
5OZ7,HYDROLASE,330
5OZ8,HYDROLASE,330
5OZ9,HYDROLASE,330
5OZA,HYDROLASE,330
5OZB,HYDROLASE,330
5OZC,HYDROLASE,330
5OZD,HYDROLASE,330
5OZE,HYDROLASE,330
5OZF,HYDROLASE,330
5OZG,HYDROLASE,330
5OZH,HYDROLASE,330
5OZI,HYDROLASE,330
5OZJ,HYDROLASE,330
5OZK,HYDROLASE,330
5OZL,HYDROLASE,330
5OZM,HYDROLASE,330
5OZN,HYDROLASE,330
5OZO,HYDROLASE,330
5OZP,HYDROLASE,330
5OZQ,HYDROLASE,330
5OZR,HYDROLASE,330
5OZS,HYDROLASE,330
5OZT,HYDROLASE,330
5OZU,HYDROLASE,330
5OZV,HYDROLASE,330
5OZW,HYDROLASE,330
5OZX,HYDROLASE,330
5OZY,HYDROLASE,330
5OZZ,HYDROLASE,330
5P00,HYDROLASE,330
5P01,HYDROLASE,330
5P02,HYDROLASE,330
5P03,HYDROLASE,330
5P04,HYDROLASE,330
5P05,HYDROLASE,330
5P06,HYDROLASE,330
5P07,HYDROLASE,330
5P08,HYDROLASE,330
5P09,HYDROLASE,330
5P0A,HYDROLASE,330
5P0B,HYDROLASE,330
5P0C,HYDROLASE,330
5P0D,HYDROLASE,330
5P0E,HYDROLASE,330
5P0F,HYDROLASE,330
5P0G,HYDROLASE,330
5P0H,HYDROLASE,330
5P0I,HYDROLASE,330
5P0J,HYDROLASE,330
5P0K,HYDROLASE,330
5P0L,HYDROLASE,330
5P0M,HYDROLASE,330
5P0N,HYDROLASE,330
5P0O,HYDROLASE,330
5P0P,HYDROLASE,330
5P0Q,HYDROLASE,330
5P0R,HYDROLASE,330
5P0S,HYDROLASE,330
5P0T,HYDROLASE,330
5P0U,HYDROLASE,330
5P0V,HYDROLASE,330
5P0W,HYDROLASE,330
5P0X,HYDROLASE,330
5P0Y,HYDROLASE,330
5P0Z,HYDROLASE,330
5P10,HYDROLASE,330
5P11,HYDROLASE,330
5P12,HYDROLASE,330
5P13,HYDROLASE,330
5P14,HYDROLASE,330
5P15,HYDROLASE,330
5P16,HYDROLASE,330
5P17,HYDROLASE,330
5P18,HYDROLASE,330
5P19,HYDROLASE,330
5P1A,HYDROLASE,330
5P1B,HYDROLASE,330
5P1C,HYDROLASE,330
5P1D,HYDROLASE,330
5P1E,HYDROLASE,330
5P1F,HYDROLASE,330
5P1G,HYDROLASE,330
5P1H,HYDROLASE,330
5P1I,HYDROLASE,330
5P1J,HYDROLASE,330
5P1K,HYDROLASE,330
5P1L,HYDROLASE,330
5P1M,HYDROLASE,330
5P1N,HYDROLASE,330
5P1O,HYDROLASE,330
5P1P,HYDROLASE,330
5P1Q,HYDROLASE,330
5P1R,HYDROLASE,330
5P1S,HYDROLASE,330
5P1T,HYDROLASE,330
5P1U,HYDROLASE,330
5P1V,HYDROLASE,330
5P1W,HYDROLASE,330
5P1X,HYDROLASE,330
5P1Y,HYDROLASE,330
5P1Z,HYDROLASE,330
5P20,HYDROLASE,330
5P22,HYDROLASE,330
5P23,HYDROLASE,330
5P24,HYDROLASE,330
5P25,HYDROLASE,330
5P26,HYDROLASE,330
5P27,HYDROLASE,330
5P28,HYDROLASE,330
5P29,HYDROLASE,330
5P2A,HYDROLASE,330
5P2B,HYDROLASE,330
5P2C,HYDROLASE,330
5P2D,HYDROLASE,330
5P2E,HYDROLASE,330
5P2F,HYDROLASE,330
5P2G,HYDROLASE,330
5P2H,HYDROLASE,330
5P2I,HYDROLASE,330
5P2J,HYDROLASE,330
5P2K,HYDROLASE,330
5P2L,HYDROLASE,330
5P2M,HYDROLASE,330
5P2N,HYDROLASE,330
5P2O,HYDROLASE,330
5P2Q,HYDROLASE,330
5P2R,HYDROLASE,330
5P2S,HYDROLASE,330
5P2T,HYDROLASE,330
5P2U,HYDROLASE,330
5P2V,HYDROLASE,330
5P2W,HYDROLASE,330
5P2X,HYDROLASE,330
5P2Y,HYDROLASE,330
5P2Z,HYDROLASE,330
5P30,HYDROLASE,330
5P31,HYDROLASE,330
5P32,HYDROLASE,330
5P33,HYDROLASE,330
5P34,HYDROLASE,330
5P35,HYDROLASE,330
5P36,HYDROLASE,330
5P37,HYDROLASE,330
5P38,HYDROLASE,330
5P39,HYDROLASE,330
5P3A,HYDROLASE,330
5P3B,HYDROLASE,330
5P3C,HYDROLASE,330
5P3D,HYDROLASE,330
5P3E,HYDROLASE,330
5P3F,HYDROLASE,330
5P3G,HYDROLASE,330
5P3H,HYDROLASE,330
5P3I,HYDROLASE,330
5P3J,HYDROLASE,330
5P3K,HYDROLASE,330
5P3L,HYDROLASE,330
5P3M,HYDROLASE,330
5P3N,HYDROLASE,330
5P3O,HYDROLASE,330
5P3P,HYDROLASE,330
5P3Q,HYDROLASE,330
5P3R,HYDROLASE,330
5P3S,HYDROLASE,330
5P3T,HYDROLASE,330
5P3U,HYDROLASE,330
5P3V,HYDROLASE,330
5P3W,HYDROLASE,330
5P3X,HYDROLASE,330
5P3Y,HYDROLASE,330
5P3Z,HYDROLASE,330
5P40,HYDROLASE,330
5P41,HYDROLASE,330
5P42,HYDROLASE,330
5P43,HYDROLASE,330
5P44,HYDROLASE,330
5P45,HYDROLASE,330
5P46,HYDROLASE,330
5P47,HYDROLASE,330
5P48,HYDROLASE,330
5P49,HYDROLASE,330
5P4A,HYDROLASE,330
5P4B,HYDROLASE,330
5P4C,HYDROLASE,330
5P4D,HYDROLASE,330
5P4E,HYDROLASE,330
5P4F,HYDROLASE,330
5P4G,HYDROLASE,330
5P4H,HYDROLASE,330
5P4I,HYDROLASE,330
5P4J,HYDROLASE,330
5P4K,HYDROLASE,330
5P4L,HYDROLASE,330
5P4M,HYDROLASE,330
5P4N,HYDROLASE,330
5P4O,HYDROLASE,330
5P4P,HYDROLASE,330
5P4Q,HYDROLASE,330
5P4R,HYDROLASE,330
5P4S,HYDROLASE,330
5P4T,HYDROLASE,330
5P4U,HYDROLASE,330
5P4V,HYDROLASE,330
5P4W,HYDROLASE,330
5P4X,HYDROLASE,330
5P4Y,HYDROLASE,330
5P4Z,HYDROLASE,330
5P50,HYDROLASE,330
5P51,HYDROLASE,330
5P52,HYDROLASE,330
5P53,HYDROLASE,330
5P54,HYDROLASE,330
5P55,HYDROLASE,330
5P56,HYDROLASE,330
5P57,HYDROLASE,330
5P58,HYDROLASE,330
5P59,HYDROLASE,330
5P5A,HYDROLASE,330
5P5B,HYDROLASE,330
5P5C,HYDROLASE,330
5P5D,HYDROLASE,330
5P5E,HYDROLASE,330
5P5F,HYDROLASE,330
5P5G,HYDROLASE,330
5P5H,HYDROLASE,330
5P5I,HYDROLASE,330
5P5J,HYDROLASE,330
5P5K,HYDROLASE,330
5P5L,HYDROLASE,330
5P5M,HYDROLASE,330
5P5N,HYDROLASE,330
5P5O,HYDROLASE,330
5P5P,HYDROLASE,330
5P5Q,HYDROLASE,330
5P5R,HYDROLASE,330
5P5S,HYDROLASE,330
5P5T,HYDROLASE,330
5P5U,HYDROLASE,330
5P5V,HYDROLASE,330
5P5W,HYDROLASE,330
5P5X,HYDROLASE,330
5P5Y,HYDROLASE,330
5P5Z,HYDROLASE,330
5P60,HYDROLASE,330
5P61,HYDROLASE,330
5P62,HYDROLASE,330
5P63,HYDROLASE,330
5P64,HYDROLASE,330
5P65,HYDROLASE,330
5P66,HYDROLASE,330
5P67,HYDROLASE,330
5P68,HYDROLASE,330
5P69,HYDROLASE,330
5P6A,HYDROLASE,330
5P6B,HYDROLASE,330
5P6C,HYDROLASE,330
5P6D,HYDROLASE,330
5P6E,HYDROLASE,330
5P6F,HYDROLASE,330
5P6G,HYDROLASE,330
5P6H,HYDROLASE,330
5P6I,HYDROLASE,330
5P6J,HYDROLASE,330
5P6K,HYDROLASE,330
5P6L,HYDROLASE,330
5P6M,HYDROLASE,330
5P6N,HYDROLASE,330
5P6O,HYDROLASE,330
5P6P,HYDROLASE,330
5P6Q,HYDROLASE,330
5P6R,HYDROLASE,330
5P6S,HYDROLASE,330
5P6T,HYDROLASE,330
5P6U,HYDROLASE,330
5P6V,HYDROLASE,330
5P6W,HYDROLASE,330
5P6X,HYDROLASE,330
5P6Y,HYDROLASE,330
5P6Z,HYDROLASE,330
5P70,HYDROLASE,330
5P71,HYDROLASE,330
5P72,HYDROLASE,330
5P73,HYDROLASE,330
5P74,HYDROLASE,330
5P75,HYDROLASE,330
5P76,HYDROLASE,330
5P77,HYDROLASE,330
5P78,HYDROLASE,330
5P79,HYDROLASE,330
5P7A,HYDROLASE,330
5P7B,HYDROLASE,330
5P7C,HYDROLASE,330
5P7D,HYDROLASE,330
5P7E,HYDROLASE,330
5P7F,HYDROLASE,330
5P7G,HYDROLASE,330
5P7H,HYDROLASE,330
5P7I,HYDROLASE,330
5P7J,HYDROLASE,330
5P7K,HYDROLASE,330
5P7L,HYDROLASE,330
5P7M,HYDROLASE,330
5P7N,HYDROLASE,330
5P7O,HYDROLASE,330
5P7P,HYDROLASE,330
5P7Q,HYDROLASE,330
5P7R,HYDROLASE,330
5P7S,HYDROLASE,330
5P7T,HYDROLASE,330
5P7U,HYDROLASE,330
5P7V,HYDROLASE,330
5P7W,HYDROLASE,330
5P7X,HYDROLASE,330
5P7Y,HYDROLASE,330
5P7Z,HYDROLASE,330
5P80,HYDROLASE,330
5P81,HYDROLASE,330
5P82,HYDROLASE,330
5P83,HYDROLASE,330
5P84,HYDROLASE,330
5P85,HYDROLASE,330
5P86,HYDROLASE,330
5P87,HYDROLASE,330
5P88,HYDROLASE,330
5P89,HYDROLASE,330
5P8A,HYDROLASE,330
5P8B,HYDROLASE,330
5P8C,HYDROLASE,330
5P8D,HYDROLASE,330
5P8E,HYDROLASE,330
5P8F,HYDROLASE,330
5P8G,HYDROLASE,330
5P8H,HYDROLASE,330
5P8I,HYDROLASE,330
5P8J,HYDROLASE,330
5P8K,HYDROLASE,330
5P8L,HYDROLASE,330
5P8M,HYDROLASE,330
5P8N,HYDROLASE,330
5P8O,HYDROLASE,330
5P8P,HYDROLASE,330
5P8Q,HYDROLASE,330
5P8R,HYDROLASE,330
5P8S,HYDROLASE,330
5P8T,HYDROLASE,330
5P8U,HYDROLASE,330
5P8V,HYDROLASE,330
5P8W,TRANSFERASE,663
5P95,TRANSFERASE,221
5P96,TRANSFERASE,221
5P97,TRANSFERASE,221
5P98,TRANSFERASE,221
5P99,TRANSFERASE,221
5P9A,TRANSFERASE,221
5P9B,TRANSFERASE,221
5P9C,TRANSFERASE,221
5P9D,TRANSFERASE,221
5P9E,TRANSFERASE,221
5P9F,TRANSFERASE,279
5P9G,TRANSFERASE,279
5P9H,TRANSFERASE,279
5P9I,TRANSFERASE,279
5P9J,TRANSFERASE,279
5P9K,TRANSFERASE,279
5P9L,TRANSFERASE,279
5P9M,TRANSFERASE,279
5P9N,TRANSFERASE,221
5P9O,TRANSFERASE,221
5P9P,TRANSFERASE,221
5P9Q,TRANSFERASE,221
5P9R,TRANSFERASE,442
5P9S,TRANSFERASE,221
5P9T,TRANSFERASE,221
5P9U,TRANSFERASE,221
5P9V,TRANSFERASE,221
5P9W,TRANSFERASE,221
5P9X,TRANSFERASE,221
5P9Y,TRANSFERASE,221
5P9Z,TRANSFERASE,221
5PA0,TRANSFERASE,221
5PA1,TRANSFERASE,221
5PA2,TRANSFERASE,221
5PA3,TRANSFERASE,221
5PA4,TRANSFERASE,221
5PA5,TRANSFERASE,221
5PA6,TRANSFERASE,221
5PA7,TRANSFERASE,442
5PA8,HYDROLASE,318
5PH0,OXIDOREDUCTASE,364
5PH1,OXIDOREDUCTASE,364
5PH2,OXIDOREDUCTASE,364
5PH3,OXIDOREDUCTASE,364
5PH4,OXIDOREDUCTASE,364
5PH5,OXIDOREDUCTASE,364
5PH6,OXIDOREDUCTASE,364
5PH7,OXIDOREDUCTASE,364
5PH8,OXIDOREDUCTASE,364
5PH9,OXIDOREDUCTASE,364
5PHA,OXIDOREDUCTASE,364
5PHB,OXIDOREDUCTASE,364
5PHC,OXIDOREDUCTASE,364
5PHD,OXIDOREDUCTASE,364
5PHE,OXIDOREDUCTASE,364
5PHF,OXIDOREDUCTASE,364
5PHG,OXIDOREDUCTASE,364
5PHH,OXIDOREDUCTASE,364
5PHI,OXIDOREDUCTASE,364
